U+349A	온
U+819D	슬
U+819E	전
U+81A0	교
U+81A3	질
U+81A8	팽
U+81A9	니
U+81B0	번
U+81B3	선
U+81B4	무
U+81B5	췌
U+81B8	수
U+81B9	분
U+81BA	응
U+81BD	담
U+81BE	회
U+81BF	농
U+81C0	둔
U+81C2	비
U+81C6	억
U+81CA	조
U+81CD	제
U+81CF	빈
U+81D1	노
U+81D8	랍
U+81D9	연
U+81DA	려
U+81DD	라
U+81DF	장
U+81E0	련
U+81E3	신
U+81E5	와
U+81E7	장
U+81E8	림
U+81EA	자
U+81EC	얼
U+81ED	취
U+81F3	지
U+81F4	치
U+81F6	천
U+81FA	대
U+81FB	진
U+81FC	구
U+81FE	유
U+8201	여
U+8202	용
U+8203	석
U+8205	구
U+8207	여
U+8208	흥
U+820A	구
U+820C	설
U+820D	사
U+8210	지
U+8212	서
U+8216	포
U+8218	관
U+821B	천
U+821C	순
U+821E	무
U+821F	주
U+8221	강
U+822A	항
U+822B	방
U+822C	반
U+8233	축
U+8235	타
U+8236	박
U+8237	현
U+8238	가
U+8239	선
U+823D	방
U+8240	부
U+8245	여
U+8247	정
U+8251	편
U+8258	소
U+8259	창
U+825A	조
U+825F	동
U+8264	의
U+8266	함
U+8268	몽
U+826A	로
U+826B	로
U+826E	간
U+826F	량
U+8271	간
U+8272	색
U+8274	불
U+8276	염
U+8277	염
U+8278	초
U+827E	애
U+8283	봉
U+828A	천
U+828B	우
U+828D	작
U+828E	궁
U+8290	호
U+8292	망
U+8294	훼
U+8298	비
U+8299	부
U+829A	둔
U+829D	지
U+829F	삼
U+82A1	검
U+82A2	인
U+82A3	부
U+82A5	개
U+82A6	호
U+82A7	서
U+82A8	급
U+82A9	금
U+82AA	기
U+82AB	원
U+82AC	분
U+82AD	파
U+82AE	예
U+82AF	심
U+82B0	기
U+82B1	화
U+82B3	방
U+82B7	지
U+82B8	예
U+82B9	근
U+82BB	추
U+82BC	모
U+82BD	아
U+82BE	비
U+82BF	잉
U+82C5	예
U+82D1	원
U+82D2	염
U+82D3	령
U+82D4	태
U+82D5	초
U+82D7	묘
U+82DB	가
U+82DC	목
U+82DE	포
U+82DF	구
U+82E0	민
U+82E1	이
U+82E3	거
U+82E5	야
U+82E6	고
U+82E7	저
U+82E9	백
U+82EB	점
U+82F1	영
U+82F3	동
U+82F4	저
U+82F9	평
U+82FA	매
U+82FB	부
U+82FD	고
U+82FE	필
U+82FF	미
U+8300	불
U+8301	줄
U+8302	무
U+8303	범
U+8304	가
U+8305	모
U+8308	자
U+8309	말
U+8317	명
U+831B	간
U+831C	천
U+831D	채
U+8323	오
U+8324	다
U+8325	규
U+8328	자
U+832A	광
U+832B	망
U+832F	복
U+8331	수
U+8332	자
U+8333	강
U+8334	회
U+8335	인
U+8336	다
U+8338	용
U+8339	여
U+833C	동
U+8340	순
U+8343	전
U+8347	행
U+8349	초
U+834A	형
U+834F	임
U+8350	천
U+8351	이
U+8352	황
U+8363	영
U+8373	두
U+8374	부
U+8377	하
U+837A	윤
U+837B	적
U+8382	별
U+8385	리
U+8389	리
U+838A	장
U+838E	사
U+8392	거
U+8393	매
U+8396	경
U+8398	신
U+839A	연
U+839B	정
U+839D	좌
U+839E	완
U+839F	함
U+83A0	유
U+83A2	협
U+83A8	랑
U+83A9	부
U+83AA	아
U+83AB	막
U+83BD	망
U+83BE	망
U+83BF	자
U+83C0	울
U+83C1	청
U+83C2	적
U+83C5	관
U+83C9	록
U+83CA	국
U+83CC	균
U+83D1	치
U+83D3	과
U+83D4	복
U+83D6	창
U+83D8	숭
U+83DC	채
U+83DF	도
U+83E0	파
U+83E1	함
U+83E9	보
U+83EB	근
U+83EF	화
U+83F0	고
U+83F1	릉
U+83F2	비
U+83F4	암
U+83F6	봉
U+83F9	저
U+83FB	름
U+83FD	숙
U+8403	췌
U+8404	도
U+8406	비
U+8407	장
U+840A	래
U+840B	처
U+840C	맹
U+840D	평
U+840E	위
U+8429	추
U+842C	만
U+8431	훤
U+8435	와
U+8438	유
U+8439	편
U+843C	악
U+843D	락
U+8446	보
U+8449	섭
U+844A	암
U+8451	풍
U+8457	저
U+845A	심
U+845B	갈
U+8461	포
U+8463	동
U+8466	위
U+8469	파
U+846A	계
U+846B	호
U+846C	장
U+846D	가
U+846F	약
U+8470	준
U+8471	총
U+8473	위
U+8475	규
U+8477	훈
U+847A	즙
U+8482	체
U+8490	수
U+8491	은
U+8494	시
U+8499	몽
U+849C	산
U+849F	구
U+84A1	방
U+84A8	천
U+84AD	추
U+84AF	괴
U+84B2	포
U+84B4	삭
U+84B8	증
U+84B9	겸
U+84BA	질
U+84BB	약
U+84BC	창
U+84BD	은
U+84BF	호
U+84C0	손
U+84C1	진
U+84C2	명
U+84C4	축
U+84C6	석
U+84C9	용
U+84CA	옹
U+84CB	개
U+84CD	시
U+84CF	라
U+84D0	욕
U+84D1	사
U+84D3	배
U+84D6	비
U+84DA	수
U+84EC	봉
U+84ED	암
U+84EE	련
U+84EF	총
U+84F1	평
U+84F4	순
U+84FA	예
U+84FC	료
U+84FD	필
U+8500	부
U+8506	릉
U+850E	설
U+8511	멸
U+8513	만
U+8514	복
U+8515	체
U+8517	자
U+8518	삼
U+851A	울
U+851E	루
U+851F	주
U+8521	채
U+8523	장
U+8525	총
U+8526	조
U+852A	점
U+852C	소
U+852D	음
U+852F	진
U+8530	호
U+853D	폐
U+853F	위
U+8541	담
U+8543	번
U+8546	천
U+8549	초
U+854A	예
U+854B	예
U+854E	교
U+8553	운
U+8555	유
U+8556	거
U+8557	로
U+8558	요
U+8559	혜
U+855E	체
U+8561	분
U+8563	순
U+8564	유
U+8568	궐
U+8569	탕
U+856A	무
U+856B	동
U+856D	소
U+8578	하
U+857A	즙
U+857E	뢰
U+8580	온
U+8584	박
U+8586	애
U+8587	미
U+8589	예
U+858A	계
U+858C	향
U+858F	의
U+8591	강
U+8594	장
U+8597	원
U+8599	치
U+859B	설
U+859D	담
U+85A4	해
U+85A5	촉
U+85A6	천
U+85A8	훙
U+85A9	살
U+85AA	신
U+85AB	훈
U+85AF	서
U+85B0	훈
U+85BA	제
U+85BE	이
U+85C1	고
U+85C7	서
U+85C9	자
U+85CD	람
U+85CE	신
U+85CF	장
U+85D0	묘
U+85D5	우
U+85DC	려
U+85DD	예
U+85E4	등
U+85E5	약
U+85E9	번
U+85EA	수
U+85F7	저
U+85F9	애
U+85FA	린
U+85FB	조
U+85FD	친
U+85FF	곽
U+8600	탁
U+8602	예
U+8604	기
U+8606	로
U+8607	소
U+860A	온
U+860B	빈
U+8616	얼
U+8617	벽
U+8618	양
U+861A	선
U+861F	은
U+8622	롱
U+8627	거
U+8629	번
U+862A	미
U+862D	란
U+862F	탕
U+863C	미
U+863F	라
U+8641	기
U+864D	호
U+864E	호
U+8650	학
U+8653	효
U+8654	건
U+8655	처
U+865B	허
U+865C	로
U+865E	우
U+865F	호
U+8667	휴
U+866B	충
U+866C	규
U+866F	규
U+8671	슬
U+8678	자
U+8679	홍
U+867A	훼
U+867B	맹
U+868A	문
U+868B	예
U+868C	방
U+868D	비
U+8693	인
U+8695	천
U+86A3	공
U+86A4	조
U+86A8	부
U+86A9	치
U+86AA	두
U+86AF	구
U+86B0	유
U+86B1	책
U+86B4	유
U+86C0	주
U+86C5	점
U+86C6	저
U+86C7	사
U+86C9	령
U+86CB	단
U+86D4	회
U+86D9	와
U+86DB	주
U+86DE	활
U+86DF	교
U+86E3	길
U+86E4	합
U+86E9	공
U+86EC	공
U+86ED	질
U+86F8	소
U+86F9	용
U+86FB	세
U+86FE	아
U+8700	촉
U+8702	봉
U+8703	신
U+8706	현
U+8708	오
U+8709	부
U+870A	리
U+870B	랑
U+8711	단
U+8718	지
U+871A	비
U+871C	밀
U+871D	기
U+8721	사
U+8725	석
U+8728	접
U+8729	조
U+8734	척
U+8735	연
U+8737	권
U+873A	예
U+873B	청
U+873F	원
U+8740	동
U+874C	과
U+874E	갈
U+8755	식
U+8757	황
U+8759	편
U+875F	위
U+8760	복
U+8764	유
U+8765	모
U+8766	하
U+8768	슬
U+876E	복
U+8774	호
U+8776	접
U+8778	와
U+8782	랑
U+8783	방
U+878C	반
U+878D	융
U+8798	의
U+879E	마
U+879F	명
U+87A2	형
U+87A3	등
U+87AD	리
U+87B3	당
U+87B4	진
U+87BA	라
U+87BB	루
U+87BD	종
U+87C0	솔
U+87C4	칩
U+87C7	마
U+87CA	모
U+87CB	실
U+87D2	망
U+87DA	팽
U+87DB	팽
U+87E0	반
U+87E3	기
U+87EC	선
U+87EF	요
U+87F2	충
U+87F7	당
U+87F9	해
U+87FB	의
U+87FE	섬
U+8805	승
U+880D	갈
U+8811	영
U+8815	연
U+8819	빈
U+881F	랍
U+8821	려
U+8822	준
U+8823	려
U+8831	고
U+8832	견
U+8836	잠
U+8839	두
U+883B	만
U+8840	혈
U+8844	뉵
U+8846	중
U+884A	멸
U+884C	항
U+884D	연
U+884E	간
U+8852	현
U+8853	술
U+8857	가
U+8859	아
U+885B	위
U+885D	충
U+885E	위
U+8861	형
U+8862	구
U+8863	의
U+8868	표
U+886B	삼
U+886E	곤
U+8870	쇠
U+8872	납
U+8877	충
U+887D	임
U+887E	금
U+887F	금
U+8881	원
U+8882	몌
U+8888	가
U+888B	대
U+888D	포
U+8892	단
U+8896	수
U+8897	진
U+889B	저
U+889D	부
U+889E	곤
U+88A2	번
U+88AA	거
U+88AB	피
U+88B4	고
U+88C0	인
U+88C1	재
U+88C2	렬
U+88C5	장
U+88CA	뇨
U+88CD	곤
U+88CF	리
U+88D2	부
U+88D4	예
U+88D5	유
U+88D8	구
U+88D9	군
U+88DC	보
U+88DD	장
U+88DF	사
U+88E1	리
U+88E8	비
U+88EF	주
U+88F1	표
U+88F3	상
U+88F4	배
U+88F5	배
U+88F8	라
U+88F9	과
U+88FD	제
U+88FE	거
U+8904	처
U+8907	복
U+890A	편
U+890C	곤
U+8910	갈
U+8911	원
U+8912	포
U+8913	보
U+8915	유
U+8918	위
U+8919	배
U+891A	저
U+8925	욕
U+8927	경
U+892A	퇴
U+892B	치
U+892F	석
U+8930	건
U+8936	습
U+8938	루
U+893A	첩
U+893B	설
U+8941	강
U+8944	양
U+894D	잡
U+8952	별
U+8956	오
U+8958	괴
U+895C	첨
U+895E	벽
U+895F	금
U+8960	당
U+8964	람
U+896A	말
U+896D	힐
U+896F	친
U+8972	습
U+8974	란
U+897F	서
U+8981	요
U+8983	담
U+8986	복
U+8987	패
U+8988	핵
U+8989	기
U+898B	견
U+898F	규
U+8993	멱
U+8996	시
U+8997	사
U+8998	점
U+89A0	균
U+89A1	격
U+89A8	악
U+89A9	도
U+89AA	친
U+89AC	기
U+89AF	구
U+89B2	근
U+89B6	라
U+89B7	처
U+89BA	각
U+89BD	람
U+89BF	적
U+89C0	관
U+89D2	각
U+89D4	근
U+89D6	결
U+89D7	지
U+89DA	고
U+89DC	자
U+89DD	저
U+89E3	해
U+89E5	굉
U+89F0	다
U+89F1	필
U+89F3	곡
U+89F4	상
U+89F8	촉
U+8A00	언
U+8A02	정
U+8A03	부
U+8A07	굉
U+8A08	계
U+8A09	범
U+8A0A	신
U+8A0C	홍
U+8A0E	토
U+8A0F	우
U+8A10	알
U+8A11	이
U+8A13	훈
U+8A14	은
U+8A15	산
U+8A16	흘
U+8A17	탁
U+8A18	기
U+8A1B	와
U+8A1D	아
U+8A1F	송
U+8A22	은
U+8A23	결
U+8A25	눌
U+8A27	우
U+8A2A	방
U+8A2D	설
U+8A31	허
U+8A34	소
U+8A36	가
U+8A3A	진
U+8A3B	주
U+8A3C	정
U+8A3E	자
U+8A41	고
U+8A46	저
U+8A4B	주
U+8A50	사
U+8A51	이
U+8A54	조
U+8A55	평
U+8A56	피
U+8A57	형
U+8A58	굴
U+8A5B	저
U+8A5E	사
U+8A60	영
U+8A61	후
U+8A62	순
U+8A63	예
U+8A66	시
U+8A69	시
U+8A6B	타
U+8A6C	구
U+8A6D	궤
U+8A6E	전
U+8A70	힐
U+8A71	화
U+8A72	해
U+8A73	상
U+8A75	선
U+8A79	첨
U+8A7C	회
U+8A7F	괘
U+8A82	조
U+8A84	뢰
U+8A85	주
U+8A86	광
U+8A87	과
U+8A8C	지
U+8A8D	인
U+8A91	광
U+8A93	서
U+8A95	탄
U+8A98	유
U+8A9A	초
U+8A9E	어
U+8AA0	성
U+8AA1	계
U+8AA2	현
U+8AA3	무
U+8AA4	오
U+8AA5	고
U+8AA6	송
U+8AA7	포
U+8AA8	회
U+8AAA	설
U+8AAB	진
U+8AB0	수
U+8AB2	과
U+8AB9	비
U+8ABC	의
U+8ABE	은
U+8ABF	조
U+8AC2	첨
U+8AC4	순
U+8AC7	담
U+8AC9	위
U+8ACB	청
U+8ACD	쟁
U+8ACF	추
U+8AD2	량
U+8AD6	론
U+8ADB	유
U+8ADC	첩
U+8ADD	서
U+8ADE	편
U+8ADF	시
U+8AE0	훤
U+8AE1	시
U+8AE4	악
U+8AE6	체
U+8AE7	해
U+8AEA	정
U+8AEB	간
U+8AED	유
U+8AEE	자
U+8AF0	시
U+8AF1	휘
U+8AF2	인
U+8AF3	암
U+8AF4	함
U+8AF6	심
U+8AF7	풍
U+8AF8	제
U+8AFA	언
U+8AFC	훤
U+8AFE	락
U+8B00	모
U+8B01	알
U+8B02	위
U+8B04	등
U+8B07	건
U+8B0C	가
U+8B0E	미
U+8B10	밀
U+8B11	혜
U+8B14	학
U+8B16	속
U+8B17	방
U+8B19	겸
U+8B1A	익
U+8B1B	강
U+8B1C	원
U+8B1D	사
U+8B20	요
U+8B23	우
U+8B26	경
U+8B28	모
U+8B2B	적
U+8B2C	류
U+8B31	루
U+8B33	구
U+8B37	오
U+8B39	근
U+8B3C	효
U+8B3E	만
U+8B41	화
U+8B43	후
U+8B46	희
U+8B49	증
U+8B4C	와
U+8B4E	휼
U+8B4F	기
U+8B53	혜
U+8B54	선
U+8B56	참
U+8B58	식
U+8B59	초
U+8B5A	담
U+8B5C	보
U+8B5E	현
U+8B5F	조
U+8B66	경
U+8B6B	섬
U+8B6C	비
U+8B6F	역
U+8B70	의
U+8B71	선
U+8B74	견
U+8B77	호
U+8B7D	예
U+8B7F	혜
U+8B80	독
U+8B82	현
U+8B83	찬
U+8B89	유
U+8B8A	변
U+8B8C	연
U+8B8E	수
U+8B90	수
U+8B92	참
U+8B93	양
U+8B96	참
U+8B9A	찬
U+8B9C	당
U+8B9E	언
U+8C37	곡
U+8C3F	계
U+8C41	활
U+8C46	두
U+8C47	강
U+8C48	개
U+8C49	시
U+8C4A	풍
U+8C4C	완
U+8C4E	수
U+8C50	풍
U+8C55	시
U+8C56	축
U+8C5A	돈
U+8C61	상
U+8C62	환
U+8C68	희
U+8C6A	호
U+8C6B	서
U+8C6C	저
U+8C73	반
U+8C78	치
U+8C79	표
U+8C7A	시
U+8C82	초
U+8C83	맥
U+8C8A	맥
U+8C8C	모
U+8C8D	리
U+8C93	묘
U+8C94	비
U+8C98	맥
U+8C9D	배
U+8C9E	정
U+8C9F	원
U+8CA0	부
U+8CA1	재
U+8CA2	공
U+8CA4	이
U+8CA7	빈
U+8CA8	화
U+8CA9	판
U+8CAA	탐
U+8CAB	관
U+8CAC	채
U+8CAF	저
U+8CB0	세
U+8CB2	자
U+8CB3	이
U+8CB4	귀
U+8CB6	폄
U+8CB7	매
U+8CB8	대
U+8CB9	성
U+8CBA	황
U+8CBB	비
U+8CBC	첩
U+8CBD	이
U+8CBF	무
U+8CC0	하
U+8CC1	분
U+8CC2	뢰
U+8CC3	임
U+8CC4	회
U+8CC6	변
U+8CC7	자
U+8CC8	가
U+8CCA	적
U+8CD1	진
U+8CD3	빈
U+8CD9	주
U+8CDA	뢰
U+8CDB	찬
U+8CDC	사
U+8CDE	상
U+8CDF	전
U+8CE0	배
U+8CE1	갱
U+8CE2	현
U+8CE3	매
U+8CE4	천
U+8CE5	수
U+8CE6	부
U+8CEA	질
U+8CEC	장
U+8CED	도
U+8CF0	춘
U+8CF1	운
U+8CF3	재
U+8CF4	뢰
U+8CFB	부
U+8CFC	구
U+8CFD	새
U+8D04	지
U+8D05	췌
U+8D07	빈
U+8D08	증
U+8D0A	찬
U+8D0B	안
U+8D0D	섬
U+8D0F	영
U+8D10	신
U+8D13	장
U+8D14	비
U+8D16	속
U+8D1B	공
U+8D64	적
U+8D66	사
U+8D67	난
U+8D6B	혁
U+8D6D	자
U+8D6E	하
U+8D70	주
U+8D73	규
U+8D74	부
U+8D76	간
U+8D77	기
U+8D81	진
U+8D85	초
U+8D8A	월
U+8D8E	주
U+8D90	혈
U+8D99	조
U+8D9C	국
U+8DA0	초
U+8DA3	취
U+8DA8	추
U+8DAB	교
U+8DB2	찬
U+8DB3	족
U+8DBA	부
U+8DBE	지
U+8DC2	기
U+8DC6	태
U+8DCB	발
U+8DCC	질
U+8DCE	타
U+8DCF	가
U+8DD5	접
U+8DD6	척
U+8DD7	부
U+8DDB	파
U+8DDD	거
U+8DDF	근
U+8DE1	적
U+8DE3	선
U+8DE8	과
U+8DEA	궤
U+8DEB	공
U+8DEC	규
U+8DED	강
U+8DEF	로
U+8DF1	치
U+8DF3	도
U+8DFC	국
U+8E06	준
U+8E08	소
U+8E09	량
U+8E0A	용
U+8E0F	답
U+8E10	천
U+8E14	탁
U+8E1D	과
U+8E1E	거
U+8E1F	지
U+8E2A	종
U+8E30	유
U+8E34	용
U+8E35	종
U+8E36	제
U+8E3A	건
U+8E3D	우
U+8E40	접
U+8E42	유
U+8E44	제
U+8E47	건
U+8E48	도
U+8E49	차
U+8E4A	혜
U+8E4C	창
U+8E4F	제
U+8E55	필
U+8E59	축
U+8E5C	축
U+8E5F	적
U+8E60	척
U+8E63	만
U+8E64	종
U+8E72	준
U+8E74	축
U+8E76	궐
U+8E7B	교
U+8E81	조
U+8E85	촉
U+8E87	저
U+8E89	돈
U+8E8A	주
U+8E8B	제
U+8E8D	약
U+8E90	렵
U+8E91	척
U+8E93	지
U+8E94	전
U+8E99	린
U+8E9E	섭
U+8EA1	섭
U+8EA9	곽
U+8EAA	린
U+8EAB	신
U+8EAC	궁
U+8EB1	타
U+8EB3	궁
U+8EBE	미
U+8EC0	구
U+8EC6	체
U+8ECA	거
U+8ECB	알
U+8ECC	궤
U+8ECD	군
U+8ED2	헌
U+8EDE	모
U+8EDF	연
U+8EE8	령
U+8EEB	진
U+8EF8	축
U+8EF9	지
U+8EFA	초
U+8EFB	가
U+8EFC	일
U+8EFE	식
U+8F03	교
U+8F05	로
U+8F07	전
U+8F08	주
U+8F09	재
U+8F10	완
U+8F12	첩
U+8F13	만
U+8F14	보
U+8F15	경
U+8F1B	량
U+8F1C	치
U+8F1D	휘
U+8F1E	망
U+8F1F	철
U+8F26	련
U+8F27	병
U+8F28	관
U+8F29	배
U+8F2A	륜
U+8F2D	연
U+8F2F	집
U+8F30	양
U+8F33	주
U+8F38	수
U+8F39	복
U+8F3B	복
U+8F3E	전
U+8F3F	여
U+8F40	온
U+8F42	곡
U+8F43	진
U+8F44	할
U+8F45	원
U+8F46	록
U+8F49	전
U+8F4D	철
U+8F4E	교
U+8F52	분
U+8F54	린
U+8F57	감
U+8F58	환
U+8F5D	여
U+8F5E	함
U+8F5F	굉
U+8F61	비
U+8F62	력
U+8F63	력
U+8F64	로
U+8F9B	신
U+8F9C	고
U+8F9F	벽
U+8FA2	랄
U+8FA3	랄
U+8FA6	판
U+8FA8	변
U+8FAD	사
U+8FAE	변
U+8FAF	변
U+8FB0	신
U+8FB1	욕
U+8FB2	농
U+8FBB	십
U+8FBF	천
U+8FC0	간
U+8FC2	우
U+8FC3	오
U+8FC4	흘
U+8FC5	신
U+8FCD	둔
U+8FCE	영
U+8FD1	근
U+8FD3	아
U+8FD4	반
U+8FD5	오
U+8FE2	초
U+8FE4	이
U+8FE5	형
U+8FE6	가
U+8FE8	태
U+8FEA	적
U+8FEB	박
U+8FEC	왕
U+8FED	질
U+8FF0	술
U+8FF2	겁
U+8FF4	회
U+8FF7	미
U+8FF8	병
U+8FF9	적
U+8FFA	내
U+8FFC	결
U+8FFD	추
U+8FFF	준
U+9000	퇴
U+9001	송
U+9002	괄
U+9003	도
U+9005	후
U+9006	역
U+9008	형
U+900B	포
U+900C	유
U+900D	소
U+900E	주
U+900F	투
U+9010	축
U+9011	구
U+9014	도
U+9015	경
U+9016	적
U+9017	두
U+9019	저
U+901A	통
U+901D	서
U+901E	령
U+901F	속
U+9020	조
U+9021	준
U+9022	봉
U+9023	련
U+902E	체
U+9031	주
U+9032	진
U+9034	탁
U+9035	규
U+9036	위
U+9038	일
U+903C	핍
U+903E	유
U+9041	둔
U+9042	수
U+9047	우
U+9049	정
U+904A	유
U+904B	운
U+904D	편
U+904E	과
U+904F	알
U+9050	하
U+9051	황
U+9052	주
U+9053	도
U+9054	달
U+9055	위
U+9058	구
U+9059	요
U+905B	류
U+905C	손
U+905D	답
U+905E	체
U+9060	원
U+9061	소
U+9063	견
U+9068	오
U+9069	적
U+906C	속
U+906D	조
U+906E	차
U+906F	둔
U+9072	지
U+9075	준
U+9076	요
U+9077	천
U+9078	선
U+9079	휼
U+907A	유
U+907C	료
U+907D	거
U+907E	서
U+907F	피
U+9080	요
U+9081	매
U+9082	해
U+9083	수
U+9084	환
U+9085	전
U+9087	이
U+9088	막
U+908A	변
U+908C	려
U+908D	원
U+908F	라
U+9090	리
U+9091	읍
U+9095	옹
U+9097	한
U+9098	우
U+9099	망
U+90A0	빈
U+90A2	형
U+90A3	나
U+90A6	방
U+90A8	촌
U+90AA	사
U+90AF	감
U+90B0	태
U+90B1	구
U+90B3	비
U+90B5	소
U+90B8	저
U+90BD	규
U+90BE	주
U+90C1	욱
U+90C3	합
U+90C4	극
U+90C5	질
U+90CA	교
U+90CE	랑
U+90DC	고
U+90DD	학
U+90DE	랑
U+90E1	군
U+90E2	영
U+90E8	부
U+90EA	처
U+90EB	비
U+90ED	곽
U+90EF	담
U+90F3	예
U+90F4	침
U+90F5	우
U+90FD	도
U+9102	악
U+9112	추
U+9115	향
U+9116	운
U+9117	교
U+9119	비
U+911E	은
U+9122	언
U+9123	장
U+9127	등
U+912D	정
U+9130	린
U+9131	파
U+9132	다
U+9134	업
U+913D	전
U+9148	력
U+9149	유
U+914A	정
U+914B	추
U+914C	작
U+914D	배
U+914E	주
U+9152	주
U+9156	탐
U+9157	후
U+9162	초
U+9163	감
U+9164	고
U+9165	소
U+9169	명
U+916A	락
U+916C	수
U+9172	정
U+9174	도
U+9175	효
U+9176	매
U+9177	혹
