U+349A	온
U+9178	산
U+9179	뢰
U+9183	엄
U+9187	순
U+9189	취
U+918B	초
U+918D	제
U+9190	호
U+9192	성
U+919C	추
U+919E	온
U+91A2	해
U+91AA	료
U+91AB	의
U+91AC	장
U+91AE	초
U+91AF	혜
U+91B1	발
U+91B2	농
U+91B4	례
U+91B5	갹
U+91BC	연
U+91C0	양
U+91C1	흔
U+91C3	시
U+91C5	염
U+91C6	변
U+91C7	채
U+91C9	유
U+91CB	석
U+91CC	리
U+91CD	중
U+91CE	야
U+91CF	량
U+91D0	리
U+91D1	금
U+91D7	소
U+91D8	정
U+91DC	부
U+91DD	침
U+91E3	조
U+91E4	삼
U+91E5	초
U+91E6	구
U+91E7	천
U+91E9	범
U+91EA	우
U+91ED	공
U+91F5	채
U+91FF	근
U+9207	부
U+920D	둔
U+9210	검
U+9211	판
U+9212	삽
U+9214	초
U+9215	뉴
U+9217	윤
U+921C	횡
U+921E	균
U+921F	조
U+9226	태
U+9231	민
U+9234	령
U+9235	병
U+9237	고
U+9238	발
U+923A	옥
U+923F	전
U+9240	갑
U+9241	진
U+9244	철
U+9245	거
U+9249	현
U+924B	포
U+924D	필
U+924E	생
U+924F	서
U+9250	석
U+9251	박
U+9252	주
U+9257	겸
U+925B	연
U+925E	월
U+9262	발
U+9264	구
U+9265	술
U+9266	정
U+9277	홍
U+9278	교
U+927C	병
U+927E	모
U+9280	은
U+9283	총
U+9285	동
U+928B	임
U+9291	선
U+9293	전
U+9295	철
U+9296	수
U+9298	명
U+9299	과
U+929A	조
U+929B	섬
U+929C	함
U+92B3	예
U+92B4	세
U+92B6	구
U+92B7	소
U+92B9	수
U+92C6	윤
U+92CC	정
U+92CF	협
U+92D1	전
U+92D2	봉
U+92D5	지
U+92D7	현
U+92DF	침
U+92E4	서
U+92E5	정
U+92E7	현
U+92EA	포
U+92F2	병
U+92F8	거
U+92F9	창
U+92FA	완
U+92FC	강
U+92FD	조
U+92FE	도
U+9300	륜
U+9304	록
U+9306	창
U+930C	안
U+930F	아
U+9310	추
U+9315	곤
U+9318	추
U+9319	치
U+931A	쟁
U+931E	순
U+931F	담
U+9320	정
U+9321	기
U+9322	전
U+9323	철
U+9324	기
U+9326	금
U+9327	관
U+9328	묘
U+932A	전
U+932B	석
U+932C	동
U+932E	고
U+932F	착
U+9348	영
U+9349	시
U+934A	련
U+934B	과
U+934D	도
U+9351	복
U+9354	악
U+9357	제
U+935B	단
U+935C	하
U+935D	우
U+9364	삽
U+9365	결
U+936B	초
U+936C	초
U+936E	유
U+9370	환
U+9372	민
U+9375	건
U+937C	침
U+937E	종
U+938A	방
U+938C	겸
U+9394	용
U+9396	쇄
U+9397	쟁
U+939A	추
U+939B	박
U+939F	상
U+93A0	강
U+93A1	자
U+93A3	형
U+93A4	황
U+93A7	개
U+93AC	호
U+93AD	진
U+93B0	일
U+93BB	쇄
U+93C3	족
U+93C7	선
U+93C8	련
U+93CA	오
U+93CB	만
U+93CC	막
U+93D1	적
U+93D6	오
U+93D7	갱
U+93D8	장
U+93DC	당
U+93DD	만
U+93DE	용
U+93DF	산
U+93E1	경
U+93E2	표
U+93E4	루
U+93E6	총
U+93E8	참
U+93F4	로
U+93F6	집
U+93F8	혜
U+93F9	강
U+93FB	린
U+9403	뇨
U+9404	횡
U+940D	휼
U+940F	준
U+9410	료
U+9413	대
U+9414	심
U+9418	종
U+9419	등
U+9425	선
U+942A	로
U+942B	전
U+9435	철
U+9436	환
U+9438	탁
U+943A	당
U+9442	훈
U+9444	주
U+944A	확
U+944C	빈
U+9451	감
U+9452	감
U+9455	질
U+945B	광
U+945E	랍
U+9460	삭
U+9462	려
U+9463	표
U+946A	로
U+946B	흠
U+9470	약
U+9471	참
U+9472	양
U+9475	관
U+9477	섭
U+947C	라
U+947D	찬
U+947E	란
U+947F	착
U+9577	장
U+9580	문
U+9583	섬
U+9588	한
U+9589	폐
U+958A	산
U+958B	개
U+958E	굉
U+958F	윤
U+9591	한
U+9592	한
U+9593	간
U+9594	민
U+9598	갑
U+959C	하
U+959F	비
U+95A0	윤
U+95A3	각
U+95A4	합
U+95A5	벌
U+95A8	규
U+95A9	민
U+95AB	곤
U+95AC	랑
U+95AD	려
U+95B1	열
U+95B6	창
U+95B9	엄
U+95BB	염
U+95BC	알
U+95BD	혼
U+95BE	역
U+95C3	격
U+95C7	암
U+95C8	위
U+95CA	활
U+95CB	결
U+95CC	란
U+95CD	도
U+95D3	개
U+95D4	합
U+95D5	궐
U+95D6	틈
U+95DA	규
U+95DC	관
U+95DE	함
U+95E0	궤
U+95E1	천
U+95E2	벽
U+95E5	달
U+961C	부
U+9621	천
U+9624	치
U+9627	두
U+9628	액
U+9629	승
U+962A	판
U+962D	윤
U+962E	완
U+962F	지
U+9632	방
U+963B	조
U+963F	아
U+9640	타
U+9642	피
U+9644	부
U+964B	루
U+964C	맥
U+964D	강
U+9650	한
U+9654	해
U+9656	준
U+9658	형
U+965B	폐
U+965C	합
U+965D	섬
U+965E	승
U+965F	척
U+9661	두
U+9662	원
U+9663	진
U+9664	제
U+966A	배
U+966C	추
U+9670	음
U+9672	수
U+9673	진
U+9674	비
U+9675	릉
U+9676	도
U+9677	함
U+9678	륙
U+9679	승
U+967C	저
U+967D	양
U+9684	제
U+9685	우
U+9686	륭
U+968A	대
U+968B	수
U+968D	황
U+968E	계
U+9691	기
U+9694	격
U+9695	운
U+9697	외
U+9698	애
U+9699	극
U+969B	제
U+969C	장
U+96A3	린
U+96A4	퇴
U+96A7	수
U+96A8	수
U+96A9	오
U+96AA	험
U+96AE	제
U+96B0	습
U+96B1	은
U+96B3	휴
U+96B4	롱
U+96B6	이
U+96B7	례
U+96B8	례
U+96B9	추
U+96BB	척
U+96BC	준
U+96C0	작
U+96C1	안
U+96C4	웅
U+96C5	아
U+96C6	집
U+96C7	고
U+96C9	치
U+96CB	전
U+96CC	자
U+96CD	옹
U+96CE	저
U+96D5	조
U+96D6	수
U+96D7	한
U+96D9	쌍
U+96DA	관
U+96DB	추
U+96DC	잡
U+96DD	옹
U+96DE	계
U+96E2	리
U+96E3	난
U+96E8	우
U+96E9	우
U+96EA	설
U+96EF	문
U+96F0	분
U+96F2	운
U+96F6	령
U+96F7	뢰
U+96F9	박
U+96FA	몽
U+96FB	전
U+9700	수
U+9704	소
U+9705	삽
U+9706	정
U+9707	진
U+9708	패
U+9709	매
U+970C	주
U+970D	곽
U+970E	삽
U+970F	비
U+9711	점
U+9713	예
U+9714	주
U+9716	림
U+9719	영
U+971C	상
U+971E	하
U+9723	운
U+9726	빈
U+9727	무
U+972A	음
U+9730	산
U+9731	율
U+9732	로
U+9738	패
U+9739	벽
U+973D	제
U+9742	력
U+9744	애
U+9746	체
U+9748	령
U+9749	애
U+974C	보
U+9751	청
U+9752	청
U+9755	진
U+9756	정
U+9758	정
U+9759	정
U+975A	정
U+975B	전
U+975C	정
U+975D	천
U+975E	비
U+9760	고
U+9761	미
U+9762	면
U+9766	전
U+9768	엽
U+9769	혁
U+976D	인
U+9773	근
U+9774	화
U+9775	뉴
U+9777	인
U+977A	말
U+977C	달
U+9780	도
U+9781	피
U+9784	포
U+9785	앙
U+978B	혜
U+978D	안
U+978F	공
U+9798	초
U+97A0	국
U+97A3	유
U+97A6	추
U+97A8	갈
U+97AB	국
U+97AC	건
U+97AD	편
U+97B1	도
U+97B4	비
U+97B8	필
U+97B9	곽
U+97C1	강
U+97C3	달
U+97C6	천
U+97CB	위
U+97CC	인
U+97CD	불
U+97D0	갑
U+97D3	한
U+97D9	위
U+97DC	도
U+97DD	구
U+97DE	온
U+97E0	필
U+97E1	위
U+97ED	구
U+97EE	구
U+97F1	섬
U+97F2	제
U+97F3	음
U+97F5	운
U+97F6	소
U+97FA	영
U+97FB	운
U+97FE	음
U+97FF	향
U+9800	호
U+9801	혈
U+9802	정
U+9803	경
U+9805	항
U+9806	순
U+9808	수
U+980A	욱
U+980C	송
U+980D	규
U+980E	기
U+980F	항
U+9810	예
U+9811	완
U+9812	반
U+9813	돈
U+9816	반
U+9817	파
U+9818	령
U+981E	알
U+9821	힐
U+9823	신
U+9824	이
U+9826	해
U+982B	부
U+982D	두
U+982E	회
U+9830	협
U+9832	정
U+9837	암
U+9838	경
U+9839	퇴
U+983B	빈
U+983C	뢰
U+983F	자
U+9842	뢰
U+9846	과
U+9847	췌
U+9848	경
U+984B	시
U+984C	제
U+984D	액
U+984E	악
U+9852	옹
U+9853	전
U+9854	안
U+9855	현
U+9858	원
U+9859	상
U+985A	전
U+985C	강
U+985E	류
U+9865	호
U+9866	초
U+9867	고
U+986B	전
U+986F	현
U+9870	빈
U+9871	로
U+9873	섭
U+9874	관
U+98A8	풍
U+98AD	점
U+98AF	삽
U+98B1	태
U+98B2	렬
U+98B6	구
U+98BA	양
U+98BC	수
U+98BF	범
U+98C2	료
U+98C4	표
U+98C6	표
U+98C7	표
U+98C9	료
U+98CB	실
U+98DB	비
U+98DC	번
U+98DF	식
U+98E1	손
U+98E2	기
U+98E6	전
U+98E7	손
U+98EA	임
U+98EB	어
U+98ED	칙
U+98EE	음
U+98EF	반
U+98F1	손
U+98F4	이
U+98FB	철
U+98FC	사
U+98FD	포
U+98FE	식
U+9903	교
U+9909	향
U+990A	양
U+990C	이
U+9910	찬
U+9912	뇌
U+9913	아
U+9914	포
U+9915	준
U+9918	여
U+991A	효
U+991E	전
U+9920	병
U+9926	장
U+9927	위
U+9928	관
U+992A	난
U+992C	호
U+992E	철
U+9930	전
U+9931	후
U+9933	당
U+9939	당
U+993C	희
U+993D	궤
U+9942	온
U+9945	만
U+9948	수
U+9949	근
U+994B	궤
U+994C	찬
U+994D	선
U+9950	의
U+9951	기
U+9952	요
U+9954	옹
U+9955	도
U+9957	향
U+995C	염
U+995E	참
U+9996	수
U+9997	규
U+9998	괵
U+9999	향
U+999C	니
U+999D	필
U+999F	도
U+99A1	비
U+99A3	암
U+99A5	복
U+99A7	온
U+99A8	형
U+99AA	빈
U+99AC	마
U+99AD	어
U+99AE	풍
U+99B0	적
U+99B1	타
U+99B3	치
U+99B4	순
U+99B6	지
U+99B9	일
U+99C1	박
U+99C4	태
U+99C8	구
U+99C9	경
U+99CF	거
U+99D0	주
U+99D1	노
U+99D2	구
U+99D5	가
U+99D8	태
U+99D9	부
U+99DB	사
U+99DC	필
U+99DD	타
U+99DE	타
U+99DF	사
U+99E2	변
U+99E8	순
U+99EA	신
U+99ED	해
U+99EE	박
U+99F1	락
U+99F8	침
U+99FA	랑
U+99FB	한
U+99FD	현
U+99FF	준
U+9A01	빙
U+9A02	성
U+9A03	애
U+9A04	록
U+9A05	추
U+9A08	병
U+9A0B	래
U+9A0D	과
U+9A0E	기
U+9A0F	기
U+9A11	비
U+9A16	무
U+9A18	총
U+9A19	편
U+9A1B	비
U+9A24	규
U+9A2B	건
U+9A2D	즐
U+9A30	등
U+9A35	원
U+9A36	추
U+9A37	소
U+9A38	선
U+9A3E	라
U+9A40	맥
U+9A41	오
U+9A42	참
U+9A43	표
U+9A44	총
U+9A45	구
U+9A4A	화
U+9A4C	숙
U+9A4D	효
U+9A4E	린
U+9A4F	잔
U+9A52	탄
U+9A55	교
U+9A57	험
U+9A58	라
U+9A5A	경
U+9A5B	역
U+9A5F	취
U+9A62	려
U+9A64	양
U+9A65	기
U+9A69	환
U+9A6A	려
U+9AA8	골
U+9AAA	위
U+9AB0	투
U+9AB8	해
U+9AB9	교
U+9ABC	격
U+9ABF	변
U+9AC0	비
U+9AC6	박
U+9ACF	루
U+9AD1	촉
U+9AD3	수
U+9AD4	체
U+9AD6	관
U+9AD7	로
U+9AD8	고
U+9ADF	표
U+9AE1	곤
U+9AE3	방
U+9AE5	염
U+9AE6	모
U+9AEB	초
U+9AED	자
U+9AEE	발
U+9AF0	체
U+9AF2	피
U+9AF4	불
U+9AF9	휴
U+9AFA	괄
U+9AFB	계
U+9AFD	좌
U+9B02	빈
U+9B05	붕
U+9B06	송
U+9B0A	순
U+9B0B	전
U+9B0D	호
U+9B10	기
U+9B12	진
U+9B16	삼
U+9B18	만
U+9B19	승
U+9B1A	수
U+9B1F	환
U+9B22	빈
U+9B23	렵
U+9B27	료
U+9B28	홍
U+9B29	혁
U+9B2A	투
U+9B2E	구
U+9B2F	창
U+9B31	울
U+9B32	격
U+9B3A	상
U+9B3C	귀
U+9B41	괴
U+9B42	혼
U+9B43	발
U+9B44	백
U+9B45	매
U+9B48	소
U+9B4B	추
U+9B4D	망
U+9B4E	량
U+9B4F	위
U+9B51	리
U+9B54	마
U+9B58	염
U+9B5A	어
U+9B66	사
U+9B6F	로
U+9B74	방
U+9B80	타
U+9B83	평
U+9B8E	점
U+9B90	태
U+9B91	포
U+9B92	부
U+9B93	자
U+9B97	동
U+9B9F	안
U+9BA7	제
U+9BA8	지
U+9BAA	유
U+9BAB	교
U+9BAD	해
U+9BAE	선
U+9BB9	소
U+9BC1	경
U+9BC6	포
U+9BC9	리
U+9BCA	사
U+9BD4	치
U+9BD6	청
U+9BDB	조
U+9BE2	예
U+9BE4	곤
U+9BE8	경
U+9BF7	제
U+9C08	접
U+9C0A	련
U+9C0C	추
U+9C0D	추
U+9C10	악
U+9C12	복
U+9C13	새
U+9C15	하
U+9C24	사
U+9C25	환
U+9C2D	기
U+9C2E	온
U+9C2F	약
U+9C31	련
U+9C32	오
U+9C35	민
U+9C39	견
U+9C3A	소
U+9C3B	만
U+9C3E	표
U+9C47	강
U+9C49	별
U+9C4F	심
U+9C52	준
U+9C53	선
U+9C57	린
U+9C60	회
U+9C63	전
U+9C67	례
U+9C78	로
U+9C7B	선
U+9CE5	조
U+9CE6	을
U+9CE7	부
U+9CE9	구
U+9CF3	봉
U+9CF4	명
U+9CF6	연
U+9D03	격
U+9D06	짐
U+9D07	보
U+9D08	안
U+9D09	아
U+9D0C	봉
U+9D12	령
U+9D15	타
U+9D18	변
U+9D19	치
U+9D1B	원
U+9D1F	치
U+9D23	고
U+9D25	율
U+9D26	앙
U+9D28	압
U+9D2F	이
U+9D30	괄
U+9D36	알
U+9D3B	홍
U+9D41	교
U+9D42	휴
U+9D44	치
U+9D51	견
U+9D53	발
U+9D54	준
U+9D5D	아
U+9D5E	아
U+9D60	곡
U+9D61	무
U+9D66	록
U+9D69	복
U+9D6C	붕
U+9D6F	필
U+9D70	조
U+9D72	작
U+9D77	원
U+9D7B	추
U+9D7E	곤
U+9D84	청
U+9D89	순
U+9D8A	경
U+9D96	추
U+9D9A	악
U+9DA0	언
U+9DA1	갈
U+9DA4	곤
U+9DA9	목
U+9DAC	창
U+9DAF	앵
U+9DB4	학
U+9DB5	추
U+9DB8	약
U+9DB9	류
U+9DBB	골
U+9DBF	자
U+9DC1	익
U+9DC2	요
U+9DC4	계
U+9DC7	구
U+9DD3	자
U+9DD6	예
U+9DD7	구
U+9DD9	지
U+9DE6	초
U+9DE9	별
U+9DEA	앵
U+9DEB	숙
U+9DF0	연
U+9DF1	고
U+9DF2	취
U+9DF3	한
U+9DF8	휼
U+9DF9	응
U+9DFA	로
U+9DFD	학
U+9DFF	벽
U+9E07	전
U+9E0F	몽
U+9E15	로
U+9E1A	앵
U+9E1B	관
U+9E1C	구
U+9E1E	란
U+9E75	로
U+9E77	령
U+9E79	함
U+9E7A	차
U+9E7B	감
U+9E7D	염
U+9E7F	록
U+9E80	우
U+9E82	궤
U+9E84	추
U+9E8B	미
U+9E8C	우
U+9E8F	균
U+9E91	예
U+9E92	기
U+9E93	록
U+9E97	려
U+9E98	향
U+9E9D	사
U+9E9E	장
U+9E9F	린
U+9EA4	추
U+9EA5	맥
U+9EA9	부
U+9EAA	면
U+9EAF	국
U+9EB4	국
U+9EB5	면
U+9EBB	마
U+9EBD	마
U+9EBE	휘
U+9EBF	마
U+9EC3	황
U+9EC5	금
U+9ECC	횡
U+9ECD	서
U+9ECE	려
U+9ECF	점
U+9ED0	리
U+9ED1	흑
U+9ED4	검
U+9ED6	기
U+9ED8	묵
U+9EDA	겸
U+9EDB	대
U+9EDC	출
U+9EDD	유
U+9EDE	점
U+9EE0	힐
U+9EE5	경
U+9EE8	당
U+9EEE	담
U+9EEF	암
U+9EF2	참
U+9EF4	미
U+9EF5	담
U+9EF6	염
U+9EF7	독
U+9EFA	분
U+9EFB	불
U+9EFC	보
U+9EFD	민
U+9EFF	원
U+9F00	축
U+9F02	조
U+9F04	주
U+9F07	오
U+9F08	별
U+9F09	타
U+9F0A	벽
U+9F0E	정
U+9F10	내
U+9F13	고
U+9F14	고
U+9F17	도
U+9F19	비
U+9F20	서
U+9F22	분
U+9F2B	석
U+9F2C	유
U+9F2F	오
U+9F34	언
U+9F38	겸
U+9F39	언
U+9F3B	비
U+9F3E	한
U+9F4A	제
U+9F4B	재
U+9F4E	재
U+9F52	치
U+9F54	친
U+9F55	흘
U+9F57	은
U+9F5F	저
U+9F60	초
U+9F61	령
U+9F66	간
U+9F67	설
U+9F69	교
U+9F6A	착
U+9F6B	곤
U+9F6C	어
U+9F72	우
U+9F76	악
U+9F77	악
U+9F8D	룡
U+9F8E	롱
U+9F90	방
U+9F91	엄
U+9F92	룡
U+9F94	공
U+9F95	감
U+9F9C	구
U+9F9D	추
U+9FA0	약
U+9FA2	화
U+9FA5	유
U+F900	개
U+F901	갱
U+F902	거
U+F903	고
U+F904	골
U+F905	관
U+F906	귀
U+F907	귀
U+F908	균
U+F909	글
U+F90A	금
U+F90B	나
U+F90C	나
U+F90D	나
U+F90E	나
U+F90F	나
U+F910	나
U+F911	나
U+F912	나
U+F913	나
U+F914	낙
U+F915	낙
U+F916	낙
U+F917	낙
U+F918	낙
U+F919	낙
U+F91A	낙
U+F91B	난
U+F91C	난
U+F91D	난
U+F91E	난
U+F91F	난
U+F920	난
U+F921	남
U+F922	남
U+F923	남
U+F924	남
U+F925	납
U+F926	납
U+F927	납
U+F928	낭
U+F929	낭
U+F92A	낭
U+F92B	낭
U+F92C	낭
U+F92D	내
U+F92E	냉
U+F92F	노
U+F930	노
U+F931	노
U+F932	노
U+F933	노
U+F934	노
U+F935	노
U+F936	노
U+F937	노
U+F938	노
U+F939	노
U+F93A	노
U+F93B	녹
U+F93C	녹
U+F93D	녹
U+F93E	녹
U+F93F	녹
U+F940	녹
U+F941	논
U+F942	농
U+F943	농
U+F944	농
U+F945	농
U+F946	뇌
U+F947	뇌
U+F948	뇌
U+F949	뇌
U+F94A	누
U+F94B	누
U+F94C	누
U+F94D	누
U+F94E	누
U+F94F	누
U+F950	누
U+F951	누
U+F952	늑
U+F953	늑
U+F954	늠
U+F955	능
U+F956	능
U+F957	능
U+F958	능
U+F959	능
U+F95A	두
U+F95B	라
U+F95C	락
U+F95D	락
U+F95E	란
U+F95F	령
U+F960	로
U+F961	률
U+F962	리
U+F963	배
U+F964	번
U+F965	변
U+F966	부
U+F967	불
U+F968	비
U+F969	삭
U+F96A	삭
U+F96B	삼
U+F96C	색
U+F96D	생
U+F96E	섭
U+F96F	세
U+F970	쇄
U+F971	신
U+F972	심
U+F973	십
U+F974	야
U+F975	약
U+F976	약
U+F977	양
U+F978	양
U+F979	양
U+F97A	양
U+F97B	양
U+F97C	양
U+F97D	양
U+F97E	양
U+F97F	여
U+F980	여
U+F981	여
U+F982	여
U+F983	여
U+F984	여
U+F985	여
U+F986	여
U+F987	여
U+F988	여
U+F989	여
U+F98A	역
U+F98B	역
U+F98C	역
U+F98D	역
U+F98E	연
U+F98F	연
U+F990	연
U+F991	연
U+F992	연
U+F993	연
U+F994	연
U+F995	연
U+F996	연
U+F997	연
U+F998	연
U+F999	연
U+F99A	연
U+F99B	연
U+F99C	열
U+F99D	열
U+F99E	열
U+F99F	열
U+F9A0	열
U+F9A1	열
U+F9A2	염
U+F9A3	염
U+F9A4	염
U+F9A5	염
U+F9A6	염
U+F9A7	엽
U+F9A8	영
U+F9A9	영
U+F9AA	영
U+F9AB	영
U+F9AC	영
U+F9AD	영
U+F9AE	영
U+F9AF	영
U+F9B0	영
U+F9B1	영
U+F9B2	영
U+F9B3	영
U+F9B4	영
U+F9B5	예
U+F9B6	예
U+F9B7	예
U+F9B8	예
U+F9B9	오
U+F9BA	요
U+F9BB	요
U+F9BC	요
U+F9BD	요
U+F9BE	요
U+F9BF	요
U+F9C0	요
U+F9C1	요
U+F9C2	요
U+F9C3	요
U+F9C4	용
U+F9C5	운
U+F9C6	원
U+F9C7	유
U+F9C8	유
U+F9C9	유
U+F9CA	유
U+F9CB	유
U+F9CC	유
U+F9CD	유
U+F9CE	유
U+F9CF	유
U+F9D0	유
U+F9D1	육
U+F9D2	육
U+F9D3	육
U+F9D4	윤
U+F9D5	윤
U+F9D6	윤
U+F9D7	윤
U+F9D8	율
U+F9D9	율
U+F9DA	율
U+F9DB	율
U+F9DC	융
U+F9DD	이
U+F9DE	이
U+F9DF	이
U+F9E0	이
U+F9E1	이
U+F9E2	이
U+F9E3	이
U+F9E4	이
U+F9E5	이
U+F9E6	이
U+F9E7	이
U+F9E8	이
U+F9E9	이
U+F9EA	이
U+F9EB	익
U+F9EC	익
U+F9ED	인
U+F9EE	인
U+F9EF	인
U+F9F0	인
U+F9F1	인
U+F9F2	인
U+F9F3	인
U+F9F4	임
U+F9F5	임
U+F9F6	임
U+F9F7	입
U+F9F8	입
U+F9F9	입
U+F9FA	장
U+F9FB	적
U+F9FC	지
U+F9FD	집
U+F9FE	차
U+F9FF	척
U+FA00	체
U+FA01	탁
U+FA02	탁
U+FA03	탕
U+FA04	택
U+FA05	통
U+FA06	포
U+FA07	폭
U+FA08	항
U+FA09	항
U+FA0A	현
U+FA0B	확
U+FA2E	낭
U+FA2F	예
U+200D7	울
U+2012C	조
U+205CA	경
U+20984	훼
U+21155	희
U+2128D	술
U+21594	나
U+21727	세
U+21F5C	한
U+224B0	욱
U+224ED	준
U+2294F	영
U+22C6F	람
U+22EE0	리
U+230FD	나
U+23343	인
U+2363B	다
U+23AD9	예
U+242F1	훈
U+2439D	안
U+248F0	보
U+24A01	진
U+24A12	은
U+25055	온
U+2533E	응
U+253B5	지
U+253FE	지
U+25832	률
U+2583A	온
U+25874	계
U+25978	다
U+25B97	국
U+25E44	미
U+26057	섭
U+265A4	성
U+267D8	인
U+27144	기
U+275FF	솔
U+27625	뉴
U+27A51	서
U+27B02	하
U+27CEF	저
U+27E7D	혁
U+27F1B	래
U+283F6	련
U+284DC	일
U+28D8A	준
U+28DA1	은
U+291D5	정
U+291E3	슬
U+294DE	정
U+29509	민
U+2983B	별
U+2A2AD	린
U+2A4D0	초
U+2A664	은
U+2C115	집
U+2C7D3	훈
U+2E569	쇠
U+30729	은
